"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Module"
"R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","3/16","113/11146",0.0265486725663717,18.4944690265487,7.08672571282782,0.000516083419115346,0.0028656526801119,0.00134065622461375,"S100A8/S100A9/SOCS1",3,15
"R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade","3/16","113/11146",0.0265486725663717,18.4944690265487,7.08672571282782,0.000516083419115346,0.0028656526801119,0.00134065622461375,"S100A8/S100A9/SOCS1",3,15
"R-HSA-5668599","RHO GTPases Activate NADPH Oxidases","2/16","24/11146",0.0833333333333333,58.0520833333333,10.6081127961816,0.000523502741518963,0.0028656526801119,0.00134065622461375,"S100A8/S100A9",2,15
"R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade","3/16","116/11146",0.0258620689655172,18.0161637931034,6.98482197065639,0.000557210243355091,0.0028656526801119,0.00134065622461375,"S100A8/S100A9/SOCS1",3,15
"R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade","3/16","116/11146",0.0258620689655172,18.0161637931034,6.98482197065639,0.000557210243355091,0.0028656526801119,0.00134065622461375,"S100A8/S100A9/SOCS1",3,15
"R-HSA-5260271","Diseases of Immune System","2/16","32/11146",0.0625,43.5390625,9.13650619326946,0.000934508622800983,0.00420528880260442,0.00196738657431786,"S100A8/S100A9",2,15
"R-HSA-5602358","Diseases associated with the TLR signaling cascade","2/16","32/11146",0.0625,43.5390625,9.13650619326946,0.000934508622800983,0.00420528880260442,0.00196738657431786,"S100A8/S100A9",2,15
"R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade","3/16","147/11146",0.0204081632653061,14.2168367346939,6.11592339735588,0.00110966853722387,0.00469977262824229,0.00219872403660458,"S100A8/S100A9/SOCS1",3,15
"R-HSA-168898","Toll-like Receptor Cascades","3/16","172/11146",0.0174418604651163,12.1504360465116,5.58760943787229,0.00174424312390257,0.0069769724956103,0.00326408069970072,"S100A8/S100A9/SOCS1",3,15
"R-HSA-9711123","Cellular response to chemical stress","3/16","211/11146",0.014218009478673,9.90462085308057,4.95107735837382,0.00312193225115057,0.0118304801096232,0.00553472753666583,"HBA1/HBA2/HBB",3,15
"R-HSA-6798695","Neutrophil degranulation","4/16","479/11146",0.00835073068893528,5.81732776617954,4.08606481206768,0.00405815686731691,0.0146093647223409,0.00683479051337584,"HBB/PGRMC1/S100A8/S100A9",4,15
"R-HSA-909733","Interferon alpha/beta signaling","2/16","77/11146",0.025974025974026,18.0941558441558,5.70678187788614,0.00530926167504824,0.0182031828858797,0.00851610895245833,"ISG20/SOCS1",2,15
"R-HSA-1236974","ER-Phagosome pathway","2/16","90/11146",0.0222222222222222,15.4805555555556,5.22949689452642,0.00718864222341234,0.0235264654584404,0.0110065335478084,"S100A8/S100A9",2,15
"R-HSA-6803157","Antimicrobial peptides","2/16","95/11146",0.0210526315789474,14.6657894736842,5.07163727058079,0.00798091795886995,0.0249837431755929,0.0116883009008622,"S100A8/S100A9",2,15
"R-HSA-1236975","Antigen processing-Cross presentation","2/16","105/11146",0.019047619047619,13.2690476190476,4.78909819918652,0.00967830326050982,0.0290349097815295,0.0135835835235226,"S100A8/S100A9",2,15
"R-HSA-442380","Zinc influx into cells by the SLC39 gene family","1/16","10/11146",0.1,69.6625,8.23583138287121,0.0142682751970243,0.0410926325674301,0.0192246234233591,"SLC39A14",1,15
"R-HSA-983169","Class I MHC mediated antigen processing & presentation","3/16","381/11146",0.0078740157480315,5.48523622047244,3.37748350714183,0.0159333053094255,0.0441229993184092,0.0206423388624136,"S100A8/S100A9/SOCS1",3,15
"R-HSA-500792","GPCR ligand binding","6/17","468/11146",0.0128205128205128,8.40573152337858,6.39708848401089,4.42244153384775e-05,0.00495313451790948,0.00335174516249514,"ADRB2/ANXA1/CCR2/CXCR4/GPR183/WNT5A",6,16
"R-HSA-373076","Class A/1 (Rhodopsin-like receptors)","5/17","334/11146",0.0149700598802395,9.81507573089116,6.3926759240871,0.000107804501093871,0.00603705206125676,0.00408522319934668,"ADRB2/ANXA1/CCR2/CXCR4/GPR183",5,16
"R-HSA-112409","RAF-independent MAPK1/3 activation","2/17","23/11146",0.0869565217391304,57.0127877237852,10.5093671132493,0.000543633746477785,0.020295659868504,0.0137339051741756,"DUSP10/DUSP2",2,16
"R-HSA-418594","G alpha (i) signalling events","4/17","318/11146",0.0125786163522013,8.24713281539031,5.12438891276373,0.00115287491070307,0.0322804974996859,0.0218439456764792,"ANXA1/CCR2/CXCR4/GPR183",4,16
"R-HSA-5675221","Negative regulation of MAPK pathway","2/17","43/11146",0.0465116279069767,30.4952120383037,7.57359376181954,0.00190584152071001,0.0424360548892863,0.02871612736869,"DUSP10/DUSP2",2,16
"R-HSA-6783783","Interleukin-10 signaling","2/17","47/11146",0.0425531914893617,27.8998748435544,7.2226020785757,0.00227336008335462,0.0424360548892863,0.02871612736869,"CCR2/IL10",2,16
"R-HSA-375276","Peptide ligand-binding receptors","3/17","201/11146",0.0149253731343284,9.78577699736611,4.91254732700897,0.00326004548816619,0.0498371105951816,0.0337243605531304,"ANXA1/CCR2/CXCR4",3,16
"R-HSA-380108","Chemokine receptors bind chemokines","2/17","59/11146",0.0338983050847458,22.2253240279163,6.38865942625688,0.00355979361394154,0.0498371105951816,0.0337243605531304,"CCR2/CXCR4",2,16
